time_index,card.nic.pps.avg.t
1605018000000.0,488343
1605018060000.0,487542
1605018120000.0,472268
1605018180000.0,497276
1605018240000.0,457848
1605018300000.0,429625
1605018360000.0,470295
1605018420000.0,482819
1605018480000.0,454179
1605018540000.0,470367
1605018600000.0,497889
1605018660000.0,479460
1605018720000.0,453633
1605018780000.0,469750
1605018840000.0,469309
1605018900000.0,474229
1605018960000.0,462834
1605019020000.0,454806
1605019080000.0,457846
1605019140000.0,483908
1605019200000.0,469721
1605019260000.0,477480
1605019320000.0,505431
1605019380000.0,486430
1605019440000.0,475142
1605019500000.0,459701
1605019560000.0,489703
1605019620000.0,486866
1605019680000.0,490847
1605019740000.0,460521
1605019800000.0,453922
1605019860000.0,474894
1605019920000.0,480192
1605019980000.0,488820
1605020040000.0,504810
1605020100000.0,482643
1605020160000.0,470635
1605020220000.0,432456
1605020280000.0,430674
1605020340000.0,464862
1605020400000.0,457566
1605020460000.0,457248
1605020520000.0,447229
1605020580000.0,458402
1605020640000.0,476410
1605020700000.0,464986
1605020760000.0,485352
1605020820000.0,468528
1605020880000.0,445337
1605020940000.0,463001
1605021000000.0,460768
1605021060000.0,475185
1605021120000.0,441102
1605021180000.0,447879
1605021240000.0,531283
1605021300000.0,510179
1605021360000.0,472812
1605021420000.0,486564
1605021480000.0,503162
1605021540000.0,551192
1605021600000.0,504423
1605021660000.0,508604
1605021720000.0,490975
1605021780000.0,475812
1605021840000.0,465462
1605021900000.0,478826
1605021960000.0,488382
1605022020000.0,533764
1605022080000.0,471652
1605022140000.0,463256
1605022200000.0,451325
1605022260000.0,479714
1605022320000.0,451847
1605022380000.0,474026
1605022440000.0,467922
1605022500000.0,442533
1605022560000.0,492905
1605022620000.0,468266
1605022680000.0,458347
1605022740000.0,495050
1605022800000.0,476422
1605022860000.0,473945
1605022920000.0,471985
1605022980000.0,467878
1605023040000.0,480859
1605023100000.0,504521
1605023160000.0,476358
1605023220000.0,504231
1605023280000.0,488594
1605023340000.0,525291
1605023400000.0,496115
1605023460000.0,455029
1605023520000.0,493414
1605023580000.0,419533
1605023640000.0,450429
1605023700000.0,419733
1605023760000.0,472376
1605023820000.0,437637
1605023880000.0,431962
1605023940000.0,458824
1605024000000.0,492088
1605024060000.0,508617
1605024120000.0,497173
1605024180000.0,462720
1605024240000.0,455657
1605024300000.0,451315
1605024360000.0,478476
1605024420000.0,436460
1605024480000.0,426113
1605024540000.0,452552
1605024600000.0,460121
1605024660000.0,430503
1605024720000.0,447407
