time_index,card.nic.pps.avg.t
1605018000000.0,421900
1605018060000.0,471667
1605018120000.0,418699
1605018180000.0,434864
1605018240000.0,406589
1605018300000.0,419469
1605018360000.0,440361
1605018420000.0,436100
1605018480000.0,401058
1605018540000.0,442438
1605018600000.0,454868
1605018660000.0,469280
1605018720000.0,481800
1605018780000.0,454005
1605018840000.0,475492
1605018900000.0,512845
1605018960000.0,499634
1605019020000.0,483616
1605019080000.0,463926
1605019140000.0,480998
1605019200000.0,476665
1605019260000.0,525449
1605019320000.0,497666
1605019380000.0,460196
1605019440000.0,524052
1605019500000.0,460141
1605019560000.0,477088
1605019620000.0,491465
1605019680000.0,497209
1605019740000.0,476019
1605019800000.0,457948
1605019860000.0,482751
1605019920000.0,477696
1605019980000.0,508217
1605020040000.0,489060
1605020100000.0,513295
1605020160000.0,490428
1605020220000.0,471744
1605020280000.0,472358
1605020340000.0,469933
1605020400000.0,508217
1605020460000.0,485173
1605020520000.0,444066
1605020580000.0,467649
1605020640000.0,480139
1605020700000.0,475467
1605020760000.0,452871
1605020820000.0,451469
1605020880000.0,436195
1605020940000.0,445379
1605021000000.0,466836
1605021060000.0,443336
1605021120000.0,495387
1605021180000.0,469982
1605021240000.0,450810
1605021300000.0,479749
1605021360000.0,448353
1605021420000.0,490683
1605021480000.0,504429
1605021540000.0,488260
1605021600000.0,472588
1605021660000.0,481053
1605021720000.0,453514
1605021780000.0,434211
1605021840000.0,421857
1605021900000.0,451899
1605021960000.0,499959
1605022020000.0,493356
1605022080000.0,513476
1605022140000.0,493480
1605022200000.0,467402
1605022260000.0,449866
1605022320000.0,471151
1605022380000.0,451471
1605022440000.0,467761
1605022500000.0,495558
1605022560000.0,482419
1605022620000.0,490775
1605022680000.0,502161
1605022740000.0,480980
1605022800000.0,484941
1605022860000.0,468588
1605022920000.0,500252
1605022980000.0,473588
1605023040000.0,480987
1605023100000.0,499958
1605023160000.0,475613
1605023220000.0,497377
1605023280000.0,520432
1605023340000.0,506448
1605023400000.0,499140
1605023460000.0,515470
1605023520000.0,496484
1605023580000.0,497364
1605023640000.0,453430
1605023700000.0,502714
1605023760000.0,493027
1605023820000.0,452419
1605023880000.0,462088
1605023940000.0,438326
1605024000000.0,523854
1605024060000.0,540281
1605024120000.0,515707
1605024180000.0,505502
1605024240000.0,522167
1605024300000.0,503277
1605024360000.0,469365
1605024420000.0,483861
1605024480000.0,458839
1605024540000.0,462509
1605024600000.0,480387
1605024660000.0,474258
1605024720000.0,482878
1605024780000.0,470716
1605024840000.0,455635
1605024900000.0,485934
1605024960000.0,468720
1605025020000.0,451922
1605025080000.0,489075
1605025140000.0,500857
1605025200000.0,528457
1605025260000.0,477126
1605025320000.0,465181
1605025380000.0,444508
1605025440000.0,483575
1605025500000.0,446520
1605025560000.0,414816
1605025620000.0,484726
1605025680000.0,515224
1605025740000.0,538506
1605025800000.0,504422
1605025860000.0,472012
1605025920000.0,492475
1605025980000.0,490730
1605026040000.0,473823
1605026100000.0,493726
1605026160000.0,516103
1605026220000.0,505360
1605026280000.0,508695
1605026340000.0,481341
1605026400000.0,500980
1605026460000.0,480184
1605026520000.0,460760
1605026580000.0,501984
1605026640000.0,465336
1605026700000.0,466086
1605026760000.0,497783
1605026820000.0,487319
1605026880000.0,504557
1605026940000.0,509042
1605027000000.0,522653
1605027060000.0,522867
1605027120000.0,524596
1605027180000.0,508430
1605027240000.0,518449
1605027300000.0,481944
1605027360000.0,484158
1605027420000.0,486338
1605027480000.0,472925
1605027540000.0,471374
1605027600000.0,515807
1605027660000.0,488656
1605027720000.0,476774
1605027780000.0,486552
1605027840000.0,528411
1605027900000.0,485804
1605027960000.0,477467
