time_index,card.nic.bps.avg.r
1605018000000.0,12232255000
1605018060000.0,12261259000
1605018120000.0,11270113000
1605018180000.0,11158055000
1605018240000.0,12757262000
1605018300000.0,13656105000
1605018360000.0,13763450000
1605018420000.0,12629898000
1605018480000.0,12558604000
1605018540000.0,12105273000
1605018600000.0,12126630000
1605018660000.0,11511779000
1605018720000.0,10236178000
1605018780000.0,10284532000
1605018840000.0,11061373000
1605018900000.0,11306428000
1605018960000.0,11515676000
1605019020000.0,11047373000
1605019080000.0,11501146000
1605019140000.0,11100824000
1605019200000.0,12459492000
1605019260000.0,12340034000
1605019320000.0,10331268000
1605019380000.0,11298284000
1605019440000.0,11355449000
1605019500000.0,10673071000
1605019560000.0,10874087000
1605019620000.0,10593544000
1605019680000.0,10956529000
1605019740000.0,9714272000
1605019800000.0,9907350000
1605019860000.0,11022351000
1605019920000.0,9444505000
1605019980000.0,10747635000
1605020040000.0,10731097000
1605020100000.0,11766076000
1605020160000.0,11471501000
1605020220000.0,11383518000
1605020280000.0,12236056000
1605020340000.0,10903017000
1605020400000.0,11377119000
1605020460000.0,12820534000
1605020520000.0,12734863000
1605020580000.0,12304296000
1605020640000.0,13273456000
1605020700000.0,11841823000
1605020760000.0,11946631000
1605020820000.0,10240155000
1605020880000.0,10500284000
1605020940000.0,11197109000
1605021000000.0,9842469000
1605021060000.0,9747674000
1605021120000.0,9798642000
1605021180000.0,10241853000
1605021240000.0,10342656000
1605021300000.0,10185041000
1605021360000.0,10521598000
1605021420000.0,11574906000
1605021480000.0,10433336000
1605021540000.0,10740531000
1605021600000.0,10965183000
1605021660000.0,10032204000
1605021720000.0,8799309000
1605021780000.0,9691788000
1605021840000.0,10494498000
1605021900000.0,11038336000
1605021960000.0,10383558000
1605022020000.0,9338120000
1605022080000.0,11519871000
1605022140000.0,10348697000
1605022200000.0,12305602000
1605022260000.0,10540673000
1605022320000.0,10323468000
1605022380000.0,12055774000
1605022440000.0,9679162000
1605022500000.0,9973921000
1605022560000.0,10795048000
1605022620000.0,11126091000
1605022680000.0,11023175000
1605022740000.0,10152494000
1605022800000.0,9366284000
1605022860000.0,9562681000
1605022920000.0,11408407000
1605022980000.0,11486756000
1605023040000.0,11059995000
1605023100000.0,12436575000
1605023160000.0,12134389000
1605023220000.0,11295865000
1605023280000.0,9873953000
1605023340000.0,10690999000
1605023400000.0,11423560000
1605023460000.0,10284062000
1605023520000.0,9835905000
1605023580000.0,8886667000
1605023640000.0,9708621000
1605023700000.0,8476338000
1605023760000.0,9432949000
1605023820000.0,8511492000
1605023880000.0,9964644000
1605023940000.0,8440321000
1605024000000.0,9629498000
1605024060000.0,12241347000
1605024120000.0,11572345000
1605024180000.0,11839236000
1605024240000.0,11202044000
1605024300000.0,11362714000
1605024360000.0,12235747000
1605024420000.0,11299866000
1605024480000.0,11744102000
1605024540000.0,11280024000
1605024600000.0,11073539000
1605024660000.0,10389104000
1605024720000.0,9083398000
1605024780000.0,10804953000
1605024840000.0,12749454000
1605024900000.0,10432055000
1605024960000.0,10645571000
1605025020000.0,11149268000
1605025080000.0,11996269000
1605025140000.0,10854056000
1605025200000.0,10437466000
1605025260000.0,12103694000
1605025320000.0,12581616000
1605025380000.0,12055969000
1605025440000.0,12673571000
1605025500000.0,11960620000
1605025560000.0,11159823000
1605025620000.0,10327867000
1605025680000.0,9817223000
1605025740000.0,9860540000
1605025800000.0,11987225000
1605025860000.0,10722284000
1605025920000.0,9321820000
1605025980000.0,8364930000
1605026040000.0,9143695000
1605026100000.0,10166183000
1605026160000.0,9788313000
1605026220000.0,9332634000
1605026280000.0,10537601000
1605026340000.0,9870146000
1605026400000.0,9901914000
1605026460000.0,11332360000
1605026520000.0,11747817000
1605026580000.0,10091476000
1605026640000.0,10175128000
1605026700000.0,8435173000
1605026760000.0,8014789600
1605026820000.0,6792740400
1605026880000.0,5761997300
1605026940000.0,6592933000
1605027000000.0,8135237600
1605027060000.0,8978078000
1605027120000.0,8073491000
1605027180000.0,7799575000
1605027240000.0,7353751600
1605027300000.0,9716622000
1605027360000.0,10105839000
1605027420000.0,10407968000
1605027480000.0,9980103000
1605027540000.0,9829569000
1605027600000.0,7170130400
1605027660000.0,7212318700
1605027720000.0,6600515600
1605027780000.0,6370977300
1605027840000.0,6366851000
1605027900000.0,6042283000
1605027960000.0,6149729000
1605028020000.0,6952041500
1605028080000.0,6075903000
1605028140000.0,7433786000
1605028200000.0,7029287400
1605028260000.0,5967422500
1605028320000.0,6400655400
1605028380000.0,5518697500
1605028440000.0,4570901500
1605028500000.0,5864600600
1605028560000.0,6326241000
1605028620000.0,7348631600
1605028680000.0,7954068000
1605028740000.0,8094617600
1605028800000.0,8133031400
1605028860000.0,8479346700
1605028920000.0,8149836300
1605028980000.0,7576084000
1605029040000.0,8136422400
1605029100000.0,9324038000
1605029160000.0,9256878000
1605029220000.0,8461940700
1605029280000.0,7953718300
1605029340000.0,7794906000
1605029400000.0,7766075000
1605029460000.0,8069249500
1605029520000.0,8346737000
1605029580000.0,9304808000
1605029640000.0,9844895000
1605029700000.0,7750568000
1605029760000.0,6395943400
1605029820000.0,6463467000
1605029880000.0,5340526000
1605029940000.0,6295341600
1605030000000.0,7816911000
1605030060000.0,6919574000
1605030120000.0,6319683600
1605030180000.0,5354135600
1605030240000.0,5125125600
1605030300000.0,5658594000
1605030360000.0,4888036400
1605030420000.0,5191656000
1605030480000.0,4535303700
1605030540000.0,4226871000
1605030600000.0,4184426500
1605030660000.0,4262647600
1605030720000.0,5128119300
1605030780000.0,5437769700
1605030840000.0,5742292000
1605030900000.0,5433798700
1605030960000.0,5361608700
1605031080000.0,6169014000
1605031140000.0,5906047500
1605031200000.0,6049374700
1605031260000.0,6644412400
1605031320000.0,7424223000
1605031380000.0,7151453000
1605031440000.0,7550427000
1605031500000.0,7918286000
1605031560000.0,7055305700
1605031620000.0,7159860000
1605031680000.0,7210102000
1605031740000.0,6699898400
1605031800000.0,6238588400
1605031860000.0,5990719500
1605031920000.0,6932274700
1605031980000.0,6232395000
1605032040000.0,5793194500
1605032100000.0,5603626500
1605032160000.0,6356856000
1605032220000.0,5370272000
1605032280000.0,5172183600
1605032340000.0,5157771000
1605032400000.0,4893249000
1605032460000.0,4496494600
1605032520000.0,4338480000
1605032580000.0,5064036400
1605032640000.0,5114541000
1605032700000.0,4387726300
1605032760000.0,3957740800
1605032820000.0,3883191600
1605032880000.0,3165043500
1605032940000.0,4381886500
1605033000000.0,4738669600
1605033060000.0,4440588300
1605033120000.0,4631077000
1605033180000.0,4663021600
1605033240000.0,5058092500
1605033300000.0,4214518300
1605033360000.0,4015403000
1605033420000.0,4958395000
1605033480000.0,5242597400
1605033540000.0,4548908000
1605033600000.0,5146171400
1605033660000.0,5060766700
1605033720000.0,4865925600
1605033780000.0,4173247700
1605033840000.0,4685780500
1605033900000.0,5437261300
1605033960000.0,5573618700
1605034020000.0,5047602700
1605034080000.0,5256601600
1605034140000.0,4860381000
1605034200000.0,5920910300
1605034260000.0,5441998000
1605034320000.0,5367860000
1605034380000.0,5409916400
1605034440000.0,4641400000
1605034500000.0,4126368500
1605034560000.0,4037512200
1605034620000.0,4357985000
1605034680000.0,4497511400
1605034740000.0,4582426600
1605034800000.0,3986187500
1605034860000.0,4953539600
1605034920000.0,4154738200
1605034980000.0,4256922600
1605035040000.0,5138342400
1605035100000.0,4993765000
1605035160000.0,4529753000
1605035220000.0,4654172700
1605035280000.0,5139971000
1605035340000.0,5002347000
1605035400000.0,5193832400
1605035460000.0,5219563000
1605035520000.0,4499395600
1605035580000.0,3435238000
1605035640000.0,4071117300
1605035700000.0,3722027500
1605035820000.0,4228962800
1605035880000.0,4252589300
1605035940000.0,5373312000
1605036000000.0,5538793500
1605036060000.0,4988663000
1605036120000.0,3853311700
1605036180000.0,4617126000
1605036240000.0,4459844000
1605036300000.0,4042624300
1605036360000.0,3875192600
1605036420000.0,4319230000
1605036480000.0,3968204300
1605036540000.0,3834320400
1605036600000.0,4640565000
1605036660000.0,4622935000
1605036720000.0,4887286000
1605036780000.0,5539412000
1605036840000.0,5664391000
1605036900000.0,5055587000
1605036960000.0,5206369000
1605037020000.0,3996550100
1605037080000.0,4314384000
1605037140000.0,5158066700
1605037200000.0,5406293000
1605037260000.0,5626519000
1605037320000.0,5686490000
1605037440000.0,5713115600
1605037500000.0,5137725400
1605037680000.0,4137720800
1605037740000.0,4448069600
1605037800000.0,5358882000
1605037860000.0,4770217000
1605037920000.0,4578526000
1605037980000.0,4291646500
1605038040000.0,4551151000
1605038100000.0,4600311000
1605038160000.0,5008962600
1605038220000.0,4797377000
1605038280000.0,4728081400
1605038340000.0,5052296000
1605038400000.0,5057528000
1605038460000.0,5241607700
1605038520000.0,5137015000
1605038580000.0,4990738400
1605038700000.0,4126573000
1605038760000.0,4051634700
1605038820000.0,3606701600
1605038880000.0,4080766200
1605038940000.0,4144765400
1605039000000.0,3323406000
1605039060000.0,2955744500
1605039120000.0,2858927900
1605039180000.0,3237857800
1605039240000.0,3169820000
1605039300000.0,3005194800
1605039360000.0,2953865000
1605039420000.0,3110871800
1605039480000.0,2883489300
1605039540000.0,3856558300
1605039600000.0,4803811000
1605039660000.0,4903669000
1605039720000.0,4418201600
1605039780000.0,4488738000
1605039840000.0,4744235500
1605039900000.0,3728761300
1605039960000.0,3156810000
1605040020000.0,2875096800
1605040080000.0,3263897000
1605040140000.0,3119006200
1605040200000.0,2743292000
1605040260000.0,2769949000
1605040320000.0,2538403300
1605040380000.0,2514954000
1605040440000.0,2741816800
1605040500000.0,3277912800
1605040560000.0,2869137000
1605040620000.0,2867669000
1605040680000.0,2551575300
1605040740000.0,2800533200
1605040800000.0,2817278500
1605040860000.0,2107945000
1605040920000.0,2337199900
1605040980000.0,2432534300
1605041040000.0,2818439000
1605041100000.0,2637227000
1605041160000.0,2713282000
1605041220000.0,2584976600
1605041280000.0,3162261800
1605041400000.0,1384752600
1605041460000.0,1914892300
1605041520000.0,2780059600
1605041580000.0,2389148000
1605041640000.0,2097681000
1605041700000.0,1868979700
1605041760000.0,1428235900
1605041820000.0,1545079000
1605041880000.0,1824849000
1605041940000.0,2404678700
1605042000000.0,2091538200
1605042060000.0,2517051400
1605042120000.0,2295432400
1605042180000.0,2528072700
1605042240000.0,2835360800
1605042300000.0,2494328300
1605042360000.0,2930535700
1605042420000.0,2159942700
1605042480000.0,1501079400
1605042540000.0,2376146400
1605042600000.0,1897023200
1605042660000.0,1790202600
1605042720000.0,2025156100
1605042780000.0,2315657000
1605042840000.0,1975936800
1605042900000.0,2742647800
1605042960000.0,2987127000
1605043020000.0,2801774300
1605043080000.0,2656059600
1605043140000.0,2709278200
1605043200000.0,2668601000
1605043260000.0,2647765000
1605043320000.0,2931594000
1605043380000.0,3116749600
1605043440000.0,3110095600
1605043500000.0,3144773000
1605043560000.0,3797752000
1605043620000.0,3295984600
1605043680000.0,4202002000
1605043740000.0,3919494000
1605043800000.0,3403204400
1605043860000.0,3586982400
1605043920000.0,3553283800
1605043980000.0,2251240700
1605044040000.0,2326651000
1605044100000.0,3191839500
1605044160000.0,3510895900
1605044220000.0,3278492700
1605044280000.0,2873602000
1605044340000.0,3039203600
1605044400000.0,3156717000
1605044460000.0,3436482000
1605044520000.0,2792664000
1605044580000.0,2533661700
1605044640000.0,2894371800
1605044700000.0,3451490000
1605044760000.0,3986024000
1605044820000.0,3854598400
1605044880000.0,3649583400
1605044940000.0,2836235500
1605045000000.0,3131470300
1605045060000.0,2584262700
1605045120000.0,3044300300
1605045180000.0,2504155000
1605045240000.0,3040322000
1605045300000.0,2830263600
1605045360000.0,3343486200
1605045420000.0,3202692600
1605045480000.0,3251665700
1605045540000.0,2870366200
1605045600000.0,2584168700
1605045660000.0,3000190700
1605045720000.0,3829643500
1605045780000.0,3060336600
1605045840000.0,3018444300
1605045900000.0,2685585000
1605045960000.0,2949288700
1605046020000.0,3851989500
1605046080000.0,4255838200
1605046140000.0,4870876000
1605046200000.0,4626749400
1605046260000.0,5230174700
1605046320000.0,5473782300
1605046380000.0,5509692400
1605046440000.0,5505684000
1605046500000.0,5328964600
1605046560000.0,5445663000
1605046620000.0,6064308700
1605046680000.0,5639962000
1605046740000.0,6008006700
1605046800000.0,5204139000
1605046860000.0,5458554000
1605046920000.0,5394684400
1605046980000.0,5734916000
1605047040000.0,6362929000
1605047100000.0,5270981600
1605047160000.0,5943035000
1605047220000.0,5083070500
1605047280000.0,4564526000
1605047340000.0,4442214000
1605047400000.0,4896784400
1605047460000.0,5156783000
1605047520000.0,5415888000
1605047580000.0,7456492500
1605047640000.0,7177292000
1605047700000.0,6671826400
1605047760000.0,7051525000
1605047820000.0,6556171300
1605047880000.0,7473741300
1605047940000.0,6828571600
1605048000000.0,5542644700
1605048060000.0,4918871000
1605048120000.0,4623184400
1605048180000.0,4261187300
1605048240000.0,4309906000
1605048300000.0,5029451000
1605048360000.0,5248420000
1605048420000.0,5253373000
1605048480000.0,6637723000
1605048540000.0,5598467600
1605048600000.0,5824795000
1605048660000.0,4895666000
1605048720000.0,4552873500
1605048780000.0,4133649000
1605048840000.0,3412998400
1605048900000.0,2665703000
1605048960000.0,2418556700
1605049020000.0,3634652000
1605049080000.0,3042669000
1605049140000.0,3568541000
1605049200000.0,3135847000
1605049260000.0,5077475300
1605049320000.0,3973273000
1605049380000.0,4308320000
1605049440000.0,4287302000
1605049500000.0,4594793500
1605049560000.0,5093269000
1605049620000.0,4883498500
1605049680000.0,4078883300
1605049740000.0,5291589600
1605049800000.0,6840783000
