time_index,card.nic.pps.avg.r
1605090120000.0,928606
1605090180000.0,954159
1605090240000.0,988208
1605090300000.0,1036518
1605090360000.0,1001488
1605090420000.0,1022221
1605090480000.0,1032362
1605090540000.0,1028268
1605090600000.0,1048327
1605090660000.0,995209
1605090720000.0,1109925
1605090780000.0,1022643
1605090840000.0,1122613
1605090900000.0,1116044
1605090960000.0,1114182
1605091020000.0,1151383
1605091080000.0,1170058
1605091140000.0,1146652
1605091200000.0,1111632
1605091260000.0,1192740
1605091320000.0,1192466
1605091380000.0,1192754
1605091440000.0,1192509
1605091500000.0,1044123
1605091560000.0,1162056
1605091620000.0,1145211
1605091680000.0,1061620
1605091740000.0,1038069
1605091800000.0,1052132
1605091860000.0,1111894
1605091920000.0,1113477
1605091980000.0,996618
1605092040000.0,931854
1605092100000.0,922716
1605092160000.0,918205
1605092220000.0,1017916
1605092280000.0,1000441
1605092340000.0,932156
1605092400000.0,1099217
1605092460000.0,1213002
1605092520000.0,1074399
1605092580000.0,1064968
1605092640000.0,1172423
1605092700000.0,1201302
1605092760000.0,1219208
1605092820000.0,1271175
1605092880000.0,1398421
1605092940000.0,1374651
1605093000000.0,1296942
1605093060000.0,1384720
1605093120000.0,1224272
1605093180000.0,1180188
1605093240000.0,1164175
1605093300000.0,1134598
1605093360000.0,1207670
1605093420000.0,1168660
1605093480000.0,1258502
1605093540000.0,1417401
1605093600000.0,1336894
1605093660000.0,1297177
1605093720000.0,1349499
1605093780000.0,1096679
1605093840000.0,1113873
1605093900000.0,1145695
1605093960000.0,1065285
1605094020000.0,1090442
1605094080000.0,1230811
1605094140000.0,1196272
1605094200000.0,1180625
1605094260000.0,1178120
1605094320000.0,1201442
1605094380000.0,1133633
1605094440000.0,1201703
1605094500000.0,1068345
1605094560000.0,1090703
1605094620000.0,1093215
1605094680000.0,1219872
1605094740000.0,1268541
1605094800000.0,1307424
1605094860000.0,1304687
1605094920000.0,1154188
1605094980000.0,1112359
1605095040000.0,1163247
1605095100000.0,1114259
1605095160000.0,1150313
1605095220000.0,1094683
1605095280000.0,1189718
1605095340000.0,1297178
1605095400000.0,1246546
1605095460000.0,1363130
1605095520000.0,1317969
1605095580000.0,1218702
1605095640000.0,1132712
1605095700000.0,1188643
1605095760000.0,1248023
1605095820000.0,1241964
1605095880000.0,1328924
1605095940000.0,1317675
1605096000000.0,1365626
1605096060000.0,1377092
1605096120000.0,1403134
1605096180000.0,1409222
1605096240000.0,1397890
1605096300000.0,1303946
1605096360000.0,1319088
1605096420000.0,1325828
1605096480000.0,1425934
1605096540000.0,1422734
1605096600000.0,1424453
1605096660000.0,1428013
1605096720000.0,1429813
1605096780000.0,1425974
1605096840000.0,1436202
1605096900000.0,1433076
1605096960000.0,1433741
1605097020000.0,1431198
1605097080000.0,1431203
1605097140000.0,1421363
1605097200000.0,1411107
1605097260000.0,1417046
1605097320000.0,1386489
1605097380000.0,1365070
1605097440000.0,1406980
1605097500000.0,1403177
1605097560000.0,1346639
1605097620000.0,1322961
1605097680000.0,1274176
1605097740000.0,1280902
1605097800000.0,1305111
1605097860000.0,1422187
1605097920000.0,1366860
1605097980000.0,1350848
1605098040000.0,1406106
1605098100000.0,1347883
1605098160000.0,1319907
1605098220000.0,1340910
1605098280000.0,1421441
1605098340000.0,1405740
1605098400000.0,1398058
1605098460000.0,1391264
1605098520000.0,1395797
1605098580000.0,1430554
1605098640000.0,1420139
1605098700000.0,1407271
1605098760000.0,1385434
1605098820000.0,1344002
1605098880000.0,1220431
1605098940000.0,1173214
1605099000000.0,1290370
1605099060000.0,1265971
1605099120000.0,1394025
1605099180000.0,1384407
1605099240000.0,1384259
1605099300000.0,1368938
1605099360000.0,1304472
1605099420000.0,1400903
1605099480000.0,1328165
1605099540000.0,1336674
1605099600000.0,1398795
1605099660000.0,1399466
1605099720000.0,1329061
1605099780000.0,1309041
1605099840000.0,1400947
1605099900000.0,1430825
1605099960000.0,1432862
1605100020000.0,1419134
1605100080000.0,1426513
1605100140000.0,1422359
1605100200000.0,1407060
1605100260000.0,1403789
1605100320000.0,1418471
1605100380000.0,1344113
1605100440000.0,1391936
1605100500000.0,1406293
1605100560000.0,1371125
1605100620000.0,1358195
1605100680000.0,1355623
1605100740000.0,1364741
1605100800000.0,1399198
1605100860000.0,1422908
1605100920000.0,1425433
1605100980000.0,1429394
1605101040000.0,1425001
1605101100000.0,1424731
1605101160000.0,1372093
1605101220000.0,1402565
1605101280000.0,1372459
1605101340000.0,1303079
1605101400000.0,1343633
1605101460000.0,1303994
1605101520000.0,1197680
1605101580000.0,1291966
1605101640000.0,1294054
1605101700000.0,1278332
1605101760000.0,1383746
1605101820000.0,1360849
1605101880000.0,1281176
1605101940000.0,1241045
1605102000000.0,1227168
1605102060000.0,1320123
1605102120000.0,1316566
1605102180000.0,1401833
1605102240000.0,1412598
1605102300000.0,1421313
1605102360000.0,1431113
1605102420000.0,1427598
1605102480000.0,1421745
1605102540000.0,1416445
1605102600000.0,1408961
1605102660000.0,1396594
1605102720000.0,1417477
1605102780000.0,1429093
1605102840000.0,1425519
1605102900000.0,1406760
1605102960000.0,1277544
1605103020000.0,1367225
1605103080000.0,1400006
1605103140000.0,1425023
1605103200000.0,1414062
1605103260000.0,1421591
1605103320000.0,1405486
1605103380000.0,1430992
1605103440000.0,1421231
1605103500000.0,1414975
1605103560000.0,1427292
1605103620000.0,1408776
1605103680000.0,1415212
1605103740000.0,1424253
1605103800000.0,1421983
1605103860000.0,1420229
1605103920000.0,1422716
1605103980000.0,1423393
1605104040000.0,1401882
1605104100000.0,1385680
1605104160000.0,1388831
1605104220000.0,1405379
1605104280000.0,1305184
1605104340000.0,1394809
