time_index,card.nic.bps.avg.r
1605018000000.0,12764860000
1605018060000.0,13349700000
1605018120000.0,13730847000
1605018180000.0,13212680000
1605018240000.0,13368590000
1605018300000.0,13282586000
1605018360000.0,12050573000
1605018420000.0,12255888000
1605018480000.0,11948963000
1605018540000.0,12669211000
1605018600000.0,13447692000
1605018660000.0,14285496000
1605018720000.0,14845975000
1605018780000.0,14673513000
1605018840000.0,14468469000
1605018900000.0,13741179000
1605018960000.0,13209177000
1605019020000.0,12981256000
1605019080000.0,12398220000
1605019140000.0,13904652000
1605019200000.0,12721567000
1605019260000.0,13718238000
1605019320000.0,13172351000
1605019380000.0,13717228000
1605019440000.0,13749586000
1605019500000.0,13604605000
1605019560000.0,13522592000
1605019620000.0,13921078000
1605019680000.0,13199157000
1605019740000.0,13134543000
1605019800000.0,12308736000
1605019860000.0,12709370000
1605019920000.0,11100403000
1605019980000.0,11722534000
1605020040000.0,11340383000
1605020100000.0,12952693000
1605020160000.0,11301431000
1605020220000.0,10689062000
1605020280000.0,11899664000
1605020340000.0,12553655000
1605020400000.0,11804329000
1605020460000.0,12855408000
1605020520000.0,10840924000
1605020580000.0,9704037000
1605020640000.0,11239301000
1605020700000.0,9406855000
1605020760000.0,9354122000
1605020820000.0,10284533000
1605020880000.0,11564213000
1605020940000.0,13017139000
1605021000000.0,10354671000
1605021060000.0,11404015000
1605021120000.0,10988128000
1605021180000.0,10830392000
1605021240000.0,9584621000
1605021300000.0,8890798000
1605021360000.0,8701175000
1605021420000.0,9273346000
1605021480000.0,9252912000
1605021540000.0,9711363000
1605021600000.0,10987403000
1605021660000.0,10767804000
1605021720000.0,11180674000
1605021780000.0,10723304000
1605021840000.0,10248483000
1605021900000.0,10073486000
1605021960000.0,11416227000
1605022020000.0,10754417000
1605022080000.0,10623135000
1605022140000.0,9757296000
1605022200000.0,11572534000
1605022260000.0,11920649000
1605022320000.0,11468890000
1605022380000.0,11074760000
1605022440000.0,10810342000
1605022500000.0,11458757000
1605022560000.0,12429415000
1605022620000.0,11299235000
1605022680000.0,11158893000
1605022740000.0,12041182000
1605022800000.0,11476392000
1605022860000.0,10187917000
1605022920000.0,8785951000
1605022980000.0,10337240000
1605023040000.0,8769543000
1605023100000.0,8966822000
